restaurant_name,category,pricing_for_2,locality,dining_rating,dining_review_count,delivery_rating,delivery_rating_count,website,address,phone_no,latitude,longitude,known_for2,known_for22
Wok Me,"Chinese, Asian",600,"hauz khas, new delhi",4.0,521,4.0,6193,https://www.zomato.com/ncr/wok-me-hauz-khas-new-delhi,"Shop 28, Ground Floor, Aurobindo Market, Hauz Khas, New Delhi",9.11141E+11,28.5523313,77.20396936,"mouth watering food, owner, good service, good food, good place, delicious food",not specified
Patiala Shahi,"North Indian, Mughlai",650,"rohini, new delhi",4.0,465,4.1,4940,https://www.zomato.com/ncr/patiala-shahi-rohini-new-delhi,"Shop 8, CSC 3, Sector 2, Rohini, New Delhi",9.19999E+11,28.6985016,77.1043875,"rainbow roll, poke bowl, spicy salmon, asparagus tempura, sushi, dimsums","polite staff, good place, delicious food, quantity, service"
Tobiko By Enoki,"Asian, Chinese, Japanese, Thai, Sushi, Poké",1000,"dlf phase 4, gurgaon",4.0,148,3.9,508,https://www.zomato.com/ncr/tobiko-by-enoki-dlf-phase-4,"F101, DLF Galleria Market, DLF Phase 4, Gurgaon",9.19668E+11,28.4680309,77.0812073,"fast delivery, excellent food, reasonable price, owner, portions, good food",not specified
Freedom Corner,"Chinese, Tibetan, Momos, Nepalese, Seafood",600,"safdarjung, new delhi",4.0,249,4.1,7826,https://www.zomato.com/ncr/freedom-corner-safdarjung-new-delhi,"C 119, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",9.11126E+11,28.56094655,77.19366666,"cute little place, prompt service, reasonable prices, worth the money, value for money, ambience",not specified
Flavours Of Southwala,"South Indian, Fast Food, Chinese, Beverages",500,"laxmi nagar, new delhi",4.0,181,4.1,679,https://www.zomato.com/ncr/flavours-of-southwala-laxmi-nagar-new-delhi,"D-355, Gate 5, Vikas Marg, Metro Station Road, Laxmi Nagar, New Delhi",9.19355E+11,28.63088638,77.27772273,"excellent food, excellent service, good ambience, awesome food, courteous staff, presentation",not specified
La Brezza - Jaypee Greens Golf & Spa Resort,Italian,3000,"jaypee greens golf & spa resort, surajpur, greater noida",4.0,129,0.0,0,https://www.zomato.com/ncr/la-brezza-jaypee-greens-golf-spa-resort-jaypee-greens,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur Kasna Road, Jaypee Greens, Noida",9.11207E+11,28.47009599,77.5184644,"creamy tomato soup, sweet corn soup, honey chilli potatoes, sizzler, hakka noodles, malai kofta","ample seating area, live music, fast delivery, cute packaging, good quality food, seating arrangement"
Ashirwad Restaurant,"North Indian, South Indian, Chinese, Beverages",700,"sector 16, faridabad",4.0,474,3.7,3075,https://www.zomato.com/ncr/ashirwad-restaurant-sector-16-faridabad,"Sco 18 & 19, Huda Market, Sector 16, Faridabad",9.11292E+11,28.40930021,77.31995378,"afghan chicken, panneer butter masala, noodle, butter roti, hakka noodles, kadhai paneer","themed decor, comfortable seating area, family place, fancy crowd, delivery time, great ambience"
Nosher's Kitchen,"Fast Food, Chinese, North Indian",900,"gaur city 1, greater noida",4.0,378,3.5,3016,https://www.zomato.com/ncr/noshers-kitchen-gaur-city-1,"219 - 221, 2nd Floor, City Plaza Market, Gaur City 1, Greater Noida",9.18219E+11,28.61497727,77.42771219,"excellent food, interior, excellent service, hospitality, portions, amazing food",not specified
Tsui Wong,"Thai, Asian, Chinese",800,"east patel nagar, new delhi",4.0,271,3.9,1084,https://www.zomato.com/ncr/tsui-wong-east-patel-nagar-new-delhi,"23/1, Main Market, East Patel Nagar, New Delhi",9.11145E+11,28.64446388,77.17349343,"romantic place, preparation, decor, good music, perfect place, presentation",not specified
Gigi Bistro Indiano,"North Indian, Mediterranean, Asian, Chinese, Italian",1600,"dlf phase 3, gurgaon",4.0,92,0.0,14,https://www.zomato.com/ncr/gigi-bistro-indiano-dlf-phase-3,"Near Moulsari Avenue, Avenue Metro Pillar 142, DLF Phase 3, Gurgaon",9.19999E+11,28.49812373,77.09562622,"dj, nice ambience, music, amazing place, decor, good service",not specified
The Royale,"North Indian, Continental, Chinese",1400,"hajipur, noida",4.0,154,0.0,8,https://www.zomato.com/ncr/the-royale-hajipur,"515 & 516, Keshari Plaza, Near Express Way, Sector 104, Near Hajipur, Noida",9.18882E+11,28.53903466,77.3657535,"kadai paneer, paneer butter masala, thali, shahi paneer, chicken biryani, chaap","best food, awesome food, good taste, great taste, packing, good service"
Malhotra's Zayeeka,"North Indian, Mughlai, Chinese, Momos, Rolls",500,"moti nagar, new delhi",4.0,323,4.0,10500,https://www.zomato.com/ncr/malhotras-zayeeka-moti-nagar-new-delhi,"Shop 23, Sudama Market, Moti Nagar, New Delhi",9.19811E+11,28.65750976,77.13895027,"malai momo, paneer naan, manchurian dry, veg fried rice, tomato soup, tandoori momos","chirpy crowd, elegantly decorated, casual seating area, inexpensive, great recommendations, tasty food"
Foodelicious,"North Indian, Chinese, Mughlai, Momos",500,"sector 56, noida",4.0,448,3.9,15200,https://www.zomato.com/ncr/foodelicious-sector-56-noida,"E-4/20, Om Sai Market, Sector 56, Noida",9.11204E+11,28.6033255,77.3427967,"pocket friendly, prompt service, decent place, reasonable price, nice food, environment",not specified
Tau's Cafe & Lassi Bar,"North Indian, Fast Food, Rolls, Chinese, Beverages",450,"ansal plaza mall, palam vihar, gurgaon",4.0,518,4.0,5549,https://www.zomato.com/ncr/taus-cafe-lassi-bar-palam-vihar,"Ground Floor, 13 /12 Ansal Plaza, Palam Vihar, Delhi NCR",9.11244E+11,28.51171867,77.04162095,"nutella pie, potato twister, choco mud, cupcakes, pastries, shakes","totally worth it, prices, staff, ambience, good quality, food"
For God's Cake,"Bakery, Street Food, Fast Food",300,"paschim vihar, new delhi",4.0,220,4.1,1114,https://www.zomato.com/ncr/for-gods-cake-paschim-vihar-new-delhi,"2, Jwala Heri Road, Paschim Vihar, New Delhi",9.11146E+11,28.67482821,77.10684523,"fried rice chicken, kathi rolls, chicken roll, raita, chicken biryani",not specified
Khan's Kathi Rolls,"Rolls, Hyderabadi, Chinese",300,"gamma 1, greater noida",4.0,305,4.2,9788,https://www.zomato.com/ncr/khans-kathi-rolls-gamma-1,"Amritpuram Market, Jagat Farms, Gamma 1, Greater Noida",9.18511E+11,28.479888,77.501038,"economical, casual seating area, polite staff, great taste, tamper proof packaging, food presentation",not specified
Laddu Gopal,"North Indian, Chinese",400,"old railway road, gurgaon",4.0,327,3.9,9788,https://www.zomato.com/ncr/laddu-gopal-old-railway-road,"727, Bhim Nagar, Old Railway Road, Gurgaon",9.19869E+11,28.47109541,77.01916114,"chirpy crowd, comfort food, pocket friendly, great ambiance, polite staff, prompt service",not specified
A One Chicken Biryani Corner,"Biryani, Mughlai",400,"nit, faridabad",4.0,221,3.9,7554,https://www.zomato.com/ncr/a-one-chicken-biryani-corner-nit-faridabad,"Shop 1, 5 R/4, Opposite Surya Hospital, NIT, Faridabad",9.18449E+11,28.39270758,77.30381325,"low price, great recommendations, quantity, food, taste, service",not specified
Twist of Italy,"Italian, Fast Food, Beverages",350,"sector 37, faridabad",4.0,244,4.5,385,https://www.zomato.com/ncr/twist-of-italy-sector-37-faridabad,"92, Huda Market, Sector 37, Faridabad",9.1965E+11,28.48091526,77.3109258,"rajasthani thali, churma, masala tea, jalebi, dal, rice","food was awesome, cozy ambiance, wonderful place, authentic taste, hospitality, tasty"
The Tomato Restaurant,"North Indian, Rajasthani, Sandwich",400,"dlf phase 4, gurgaon",4.0,127,3.8,1683,https://www.zomato.com/ncr/the-tomato-restaurant-dlf-phase-4,"2nd Floor, Vijay Complex, Vakil Market, Chakkarpur, DLF Phase 4, Gurgaon",9.1983E+11,28.47330201,77.080344,"good portions, seating arrangement, contactless delivery, elaborate menu, wonderful presentation, proper packaging",not specified
Namcha,"Naga, Nepalese, Tibetan",500,"vasant kunj, new delhi",4.0,87,4.1,258,https://www.zomato.com/ncr/namcha-vasant-kunj-new-delhi,"145/9, Kishan Garh, Gaushala Road, Vasant Kunj, New Delhi",9.196E+11,28.52044005,77.16681439,"pesto fuel, chicken double decker, beetroot hummus, whole wheat wrap, smoothies, juices","healthy options, great concept, good menu, healthy food, great recommendations, tasty"
Nutritious Nation,"Healthy Food, Sandwich, Burger, Continental",500,"greater kailash 2 (gk2), new delhi",4.0,651,4.0,15600,https://www.zomato.com/ncr/nutritious-nation-greater-kailash-gk-2-new-delhi,"Shop M 45, Ground Floor, Main Market, Greater Kailash 2 (GK 2), New Delhi",9.11142E+11,28.53391989,77.24274371,"bedmi poori, bread pakora, jalebi, lassi, kachori, panneer butter masala","pocket friendly, street food, breakfast, awesome place, reasonable prices, preparation"
Gopal Foods,"North Indian, Chinese",350,"kamla nagar, new delhi",4.0,509,3.8,5127,https://www.zomato.com/ncr/gopal-foods-kamla-nagar-new-delhi,"A 43, Kamla Nagar, New Delhi",9.19999E+11,28.68228629,77.19989441,"mozzarella cheese sticks, chicken strips, burgers, white sauce pasta, pizzas, sauce","casual seating area, prompt service, concept, best place, great food, good place"
Serve,"Fast Food, Beverages",500,"sector 37, noida",4.0,280,4.1,1481,https://www.zomato.com/ncr/serve-sector-37-noida,"Shop 2, Godavari, Sector 37, Noida",9.11204E+11,28.56538303,77.34046128,"concept, courteous staff, great place, ambiance, good food, prices",not specified
Baked Pizza & Co.,"Pizza, Italian, Beverages, Pasta",700,"greater kailash 1 (gk1), new delhi",4.0,177,3.7,494,https://www.zomato.com/ncr/baked-pizza-co-greater-kailash-gk-1-new-delhi,"9A, 1st Floor, M Block Market, Greater Kailash 1 (GK 1), New Delhi",9.1114E+11,28.55038876,77.23482717,"soya chaap roll, wraps, chicken roll, paneer roll, tandoori momos, rolls","good place, nice place, quantity, prices, service, food"
Wraps Kathi Rolls,"Rolls, Wraps, Chinese, Lebanese, Fast Food",300,"karol bagh, new delhi",4.0,345,3.9,4498,https://www.zomato.com/ncr/wraps-kathi-rolls-karol-bagh-new-delhi,"Near City Hospital, Pusa Road, Karol Bagh, New Delhi",9.11142E+11,28.64338371,77.18897011,"good value, good quality food, quick service, packing, good service, prices",not specified
Kathi Junction,"Rolls, North Indian, Biryani, Beverages",500,"msx mall, jaypee greens, greater noida, greater noida",4.0,302,4.1,12900,https://www.zomato.com/ncr/kathi-junction-jaypee-greens,"Shop 131, Ground Floor, MSX Mall, Near Swarn Nagri, Jaypee Greens, Greater Noida",9.19582E+11,28.45763437,77.5284496,"nutella crunch, brownie waffle, corn sandwich, nutella waffle, cheesy fries, waffles","totally worth it, good taste, great taste, best place, packing, good service"
The Waffle House,"Desserts, Fast Food",600,"raj nagar, ghaziabad",4.0,252,3.8,2474,https://www.zomato.com/ncr/the-waffle-house-raj-nagar-ghaziabad,"RKC-13, Ground Floor, RDC, Raj Nagar, Ghaziabad",9.18448E+11,28.675089,77.443946,"coffee hazelnut, fried cheese, choco brownie, peri fries, chicken popcorn, cappuccino","efficient service, cozy place, family crowd, environment, student crowd, awesome food"
Cafe NYC Queens,"Beverages, Coffee, Continental",500,"kalkaji, new delhi",4.0,236,4.0,595,https://www.zomato.com/ncr/cafe-nyc-queens-kalkaji-new-delhi,"G-89, Floor 1, Near Mangla Apartments, Kalkaji, New Delhi",9.19354E+11,28.54012798,77.25806683,"dragon rolls, momos platter, noodle, chilli paneer, spring rolls, chilli chicken","chinese, hygiene, good taste, flavour, portion, quantity"
Hungry Chow,"Chinese, Thai",400,"sector 45, noida",4.0,169,4.0,2014,https://www.zomato.com/ncr/hungry-chow-sector-45-noida,"Shop 5, Gardenia Glory Market, Sector 46, Near Sector 45, Noida",9.18801E+11,28.55164688,77.35484663,"economical, great recommendations, polite staff, hospitality, owner, price",not specified
Pizzaiolo,"Italian, Pizza, Pasta, Salad, Desserts",500,"sector 49, gurgaon",4.0,101,4.2,368,https://www.zomato.com/ncr/pizzaiolo-1-sector-49,"Shop 16, Near Eros City Square, Ground Floor, Sector 49, Delhi NCR, Delhi NCR",9.19873E+11,28.41307485,77.05501556,"awesome food, good taste, great taste, main course, best place, prices",not specified
Swastik Pure Veg,"North Indian, Chinese",500,"sector 23, dwarka, new delhi",4.0,120,4.2,1719,https://www.zomato.com/ncr/swastik-pure-veg-sector-23-dwarka-new-delhi,"G-61 & 62, Vardhman Plus City Mall, Sector 23, Dwarka, New Delhi",9.19212E+11,28.56466836,77.05420654,"continental, italian, fast food, north indian, beverages, coffee","north indian, continental, mexican, italian, chinese"
Cannoli Royale,"Bakery, Fast Food, Desserts",500,"paschim vihar, new delhi",4.0,93,4.3,144,https://www.zomato.com/ncr/cannoli-royale-1-paschim-vihar-new-delhi,"F-8, 1st Floor, CSC Market, Ambica Vihar, Near Paschim Vihar, New Delhi",9.19999E+11,28.6663179,77.08044257,"kathi rolls, egg roll, paneer roll, tandoori momos, burgers","tandoori, hygiene, best place, flavour, food quality, packing"
Nazim's Kathi Roll,"Rolls, Burger, Momos, North Indian",450,"sector 14, gurgaon",4.0,478,4.0,4262,https://www.zomato.com/ncr/nazims-kathi-roll-sector-14,"37, Main Market, Near Dahiya Driving College, Sector 14, Gurgaon",9.11244E+11,28.47311133,77.04857659,"noodle, chilli potatoes, chicken momos, spring roll, chinese food","cute little place, behavior, great recommendations, best service, food quantity, owner"
China Chowk,"Chinese, Fast Food, Momos",350,"west patel nagar, new delhi",4.0,475,4.0,4501,https://www.zomato.com/ncr/china-chowk-west-patel-nagar-new-delhi,"G-79, West Patel Nagar, New Delhi",9.19899E+11,28.65205623,77.16215104,"amchi vada pav, meerut shikanji, anda bun, kutchi dabeli, samosa pav, thepla","nice location, street food, concept, environment, quick service, good ambience"
Nukkadwala,"Fast Food, Street Food, Beverages",400,"sohna road, gurgaon",4.0,454,4.0,4774,https://www.zomato.com/ncr/nukkadwala-sohna-road,"Ground Floor, Block 3, Vatika Business Park, Sohna Road, Gurgaon",9.11244E+11,28.40594302,77.04489995,"chicken hydrabadi biryani, chicken korma, rumali roti, tandoori roti","unlimited refills, fantastic decoration, pocket friendly, comfort food, cute little place, contactless delivery"
A One Chicken Biryani,"Salad, Beverages",250,"janakpuri, new delhi",4.0,250,4.0,5781,https://www.zomato.com/ncr/a-one-chicken-biryani-2-janakpuri-new-delhi,"C-1, 40 Feet Road, Janakpuri, New Delhi",9.18589E+11,28.61577783,77.07998559,"exotic shawarma, manakeesh, falafel shawarma, hummus, salads, roll",not specified
Shish Shawarma,"Arabian, Fast Food, Pizza, Beverages",400,"community centre, new friends colony, new delhi",4.0,244,4.0,4395,https://www.zomato.com/ncr/shish-shawarma-new-friends-colony-new-delhi,"55, Grandlays Cinema Complex, Community Centre, New Friends Colony, New Delhi",9.2E+11,28.5603464,77.25262597,"brain masala, tawa chicken, mutton, butter chicken, breads, dal makhani","portion size, awesome food, owner, hospitality, great service, great food"
Wah! Amritsar,"North Indian, Mughlai, Chinese",500,"supermart 2, dlf phase 4, gurgaon",4.0,302,4.0,7047,https://www.zomato.com/ncr/wah-amritsar-dlf-phase-4,"E-21, Supermart 2, DLF Phase 4, Gurgaon",9.1991E+11,28.46151812,77.08788771,"chocolate yogurt, blueberry yogurt, strawberry ice tea, alfredo pasta, waffles, sandwiches",not specified
Red Mango,Cafe,600,"ambience mall, vasant kunj, new delhi",4.0,330,4.1,789,https://www.zomato.com/ncr/red-mango-vasant-kunj-new-delhi,"Level 2, Ambience Mall, Vasant Kunj, New Delhi",9.11141E+11,28.54104309,77.15512432,"pancakes, waffle, wraps, oreo shake, sandwiches, burgers","intimate seating, fancy crowd, cafe, quality food, food presentation, student crowd"
Max's Cafe,"Burger, Rolls, Pizza, Sandwich, Wraps, Fast Food, Beverages, Desserts",500,"alpha 2, greater noida",4.0,235,3.9,3560,https://www.zomato.com/ncr/maxs-cafe-alpha-2-greater-noida,"I 335, Alpha 2, Greater Noida",9.199E+11,28.47921,77.52125,"nutella brownie waffles, ferrero rocher waffle, nutella pancake, red velvet waffle, belgium chocolate, chocolate waffle","totally worth it, quick service restaurant, seating arrangements, preparation, decor, cafe"
Waffle Fever Cafe,"Fast Food, Desserts",400,"sector 14, gurgaon",4.0,209,4.2,1898,https://www.zomato.com/ncr/waffle-fever-cafe-sector-14,"Shop 114, Huda Market, Sector 14, Gurgaon",9.11244E+11,28.47427223,77.04776824,"chocolate truffle cake, tiramisu, pastries, cakes, coffee, snacks","hospitality, chef, perfect place, flavour, great place, presentation"
TADO - The Artisan Deli and Oven,Cafe,1000,"vivanta by taj, suraj kund, faridabad",4.0,165,0.0,0,https://www.zomato.com/ncr/tado-the-artisan-deli-and-oven-suraj-kund-faridabad,"Vivanta by Taj, Shooting Range Road, Suraj Kund, Faridabad",9.11297E+11,28.48928263,77.28528421,"chicken overload pizza, veg alfredo pasta, peri peri pizza, cheesecake, pizzas, nachos","variety of pizza, weekend brunch, tamper proof packaging, best quality, good wifi, perfect presentation"
Rayna's Cafe,"Cafe, Fast Food, Pizza, Italian, Desserts, Beverages",600,"safdarjung, new delhi",4.0,131,3.5,382,https://www.zomato.com/ncr/raynas-cafe-safdarjung-new-delhi,"B 6/2, DDA Shopping Complex, Safdarjung Enclave, Safdarjung, New Delhi",9.19999E+11,28.55984903,77.19581142,"bubble gum ice cream, mississippi mud, banana split, belgian chocolate, chocolate fudge, sundae","bank for the buck, totally worth it, table service, packed on weekends, nice service, excellent service"
Baskin Robbins,"Ice Cream, Desserts, Beverages",300,"sector 62, noida",4.0,172,4.2,582,https://www.zomato.com/ncr/baskin-robbins-1-sector-62-noida,"Plot 44A & 45, Galactic Court, Lower Ground Floor, Tower B, Galaxy Business Park, Sector 62, Noida",9.11205E+11,28.62455975,77.37047084,"cute little place, amazing ambience, reasonable prices, prompt service, polite staff, friendly staff",not specified
